Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate,Cases_28_Days,Deaths_28_Days
Alagoas,Brazil,2022-03-11 10:31:22,-9.5713,-36.782,293954,6778,,,,8807.987877832667,,,2.3058029487606904,7602,BRA,,,18841,279
Amapa,Brazil,2022-03-11 10:31:22,0.902,-52.003,160198,2116,,,,18941.956721463444,,,1.3208654290315731,7603,BRA,,,1638,44
Amazonas,Brazil,2022-03-11 10:31:22,-3.4168,-65.8561,577094,14137,,,,13924.007569372849,,,2.449687572561836,7604,BRA,,,19848,85
Bahia,Brazil,2022-03-11 10:31:22,-12.5797,-41.7007,1514797,29446,,,,10184.83481278639,,,1.943890831576772,7605,BRA,,,79408,1047
Ceara,Brazil,2022-03-11 10:31:22,-5.4984,-39.3206,1232805,26525,,,,13499.720436027816,,,2.151597373469446,7606,BRA,,,37762,838
Distrito Federal,Brazil,2022-03-11 10:31:22,-15.7998,-47.8645,687358,11497,,,,22795.917311496025,,,1.6726363845332417,7607,BRA,,,34158,232
Espirito Santo,Brazil,2022-03-11 10:31:22,-19.1834,-40.3089,1030538,14222,,,,25643.885384395253,,,1.3800558543207528,7608,BRA,,,64058,436
Goias,Brazil,2022-03-11 10:31:22,-15.827,-49.8362,1207381,25955,,,,17203.193227357868,,,2.149694255582952,7609,BRA,,,112465,671
Maranhao,Brazil,2022-03-11 10:31:22,-4.9609,-45.2744,417566,10839,,,,5901.841945810291,,,2.5957573174061106,7610,BRA,,,19501,265
Mato Grosso,Brazil,2022-03-11 10:31:22,-12.6819,-56.9211,716129,14793,,,,20552.044416561963,,,2.065689282238256,7611,BRA,,,47265,298
Mato Grosso do Sul,Brazil,2022-03-11 10:31:22,-20.7722,-54.7852,511191,10430,,,,18394.874965185143,,,2.0403332609533424,7612,BRA,,,58719,383
Minas Gerais,Brazil,2022-03-11 10:31:22,-18.5122,-44.555,3255023,60153,,,,15376.518196055691,,,1.8480053750772267,7613,BRA,,,295016,1950
Para,Brazil,2022-03-11 10:31:22,-1.9981,-54.9306,733128,17961,,,,8521.905202511023,,,2.4499132484368347,7614,BRA,,,54690,448
Paraiba,Brazil,2022-03-11 10:31:22,-7.24,-36.782,584306,10148,,,,14541.750422522731,,,1.7367612175811988,7615,BRA,,,52991,262
Parana,Brazil,2022-03-11 10:31:22,-25.2521,-52.0215,2374108,42632,,,,20763.66038458952,,,1.7957060083197562,7616,BRA,,,220920,1014
Pernambuco,Brazil,2022-03-11 10:31:22,-8.8137,-36.9541,858568,21184,,,,8983.589218914456,,,2.467364262353128,7617,BRA,,,110529,395
Piaui,Brazil,2022-03-11 10:31:22,-7.7183,-42.7289,366414,7697,,,,11194.27402987938,,,2.100629342765288,7618,BRA,,,10769,183
Rio Grande do Norte,Brazil,2022-03-11 10:31:22,-5.4026,-36.9541,483167,8082,,,,13777.794506926864,,,1.6727135752234734,7620,BRA,,,32289,219
Rio Grande do Sul,Brazil,2022-03-11 10:31:22,-30.0346,-51.2177,2202873,38647,,,,19362.105340320264,,,1.7543907433610562,7621,BRA,,,221640,1230
Rio de Janeiro,Brazil,2022-03-11 10:31:22,-22.9068,-43.1729,2027636,72093,,,,11744.238020362998,,,3.5555198270300985,7619,BRA,,,134016,1565
Rondonia,Brazil,2022-03-11 10:31:22,-11.5057,-63.5806,382904,7111,,,,21545.049163724347,,,1.8571234565321857,7622,BRA,,,39092,221
Roraima,Brazil,2022-03-11 10:31:22,-2.7376,-62.0751,154405,2137,,,,25489.425697593604,,,1.3840225381302418,7623,BRA,,,7764,31
Santa Catarina,Brazil,2022-03-11 10:31:22,-27.2423,-50.2189,1641437,21529,,,,22909.777651481105,,,1.3115946576079374,7624,BRA,,,112843,618
Sao Paulo,Brazil,2022-03-11 10:31:22,-23.5505,-46.6333,5100545,165878,,,,11107.68866315154,,,3.252162268934006,7625,BRA,,,299250,5039
Sergipe,Brazil,2022-03-11 10:31:22,-10.5741,-37.3857,322025,6279,,,,14009.02946714137,,,1.949848614238025,7626,BRA,,,10377,125
Tocantins,Brazil,2022-03-11 10:31:22,-10.1753,-48.2982,300499,4124,,,,19105.187600215148,,,1.3723839347219124,7627,BRA,,,14067,91
Alberta,Canada,2022-03-11 10:31:22,53.9333,-116.5765,530288,3992,,,,11935.684046313212,,,0.7527984793168995,12401,CAN,,,17523,274
British Columbia,Canada,2022-03-11 10:31:22,53.7267,-127.6476,351751,2932,,,,6745.237837272917,,,0.8335441832432602,12402,CAN,,,14204,202
Diamond Princess,Canada,2022-03-11 10:31:22,,,0,1,,,,,,,,12413,CAN,,,0,0
Grand Princess,Canada,2022-03-11 10:31:22,,,13,0,,,,,,,0.0,12414,CAN,,,0,0
Manitoba,Canada,2022-03-11 10:31:22,53.7609,-98.8139,132487,1708,,,,9574.385824182576,,,1.2891830896616272,12403,CAN,,,7307,92
New Brunswick,Canada,2022-03-11 10:31:22,46.5653,-66.4619,41109,316,,,,5208.780765941271,,,0.7686881218224719,12404,CAN,,,9161,38
Newfoundland and Labrador,Canada,2022-03-11 10:31:22,53.1355,-57.6604,28103,72,,,,5398.681786484757,,,0.2562004056506423,12405,CAN,,,8660,22
Northwest Territories,Canada,2022-03-11 10:31:22,64.8255,-124.8457,9466,20,,,,20802.566807313644,,,0.21128248468201985,12406,CAN,,,2290,3
Nova Scotia,Canada,2022-03-11 10:31:22,44.682,-63.7443,47089,212,,,,4746.611830997274,,,0.4502113020025909,12407,CAN,,,5738,46
Nunavut,Canada,2022-03-11 10:31:22,70.2998,-83.1076,3200,5,,,,8121.2090449965735,,,0.15625,12416,CAN,,,1153,0
Ontario,Canada,2022-03-11 10:31:22,51.2538,-85.3232,1133667,12688,,,,7646.3368144502365,,,1.119199906145279,12408,CAN,,,53113,278
Prince Edward Island,Canada,2022-03-11 10:31:22,46.5107,-63.4168,18905,16,,,,11505.130296133108,,,0.08463369478973816,12409,CAN,,,9350,3
Quebec,Canada,2022-03-11 10:31:22,52.9399,-73.5491,933441,14141,,,,10848.294990002318,,,1.5149323845856353,12410,CAN,,,41492,524
Repatriated Travellers,Canada,2022-03-11 10:31:22,,,13,0,,,,,,,0.0,,,,,0,0
Saskatchewan,Canada,2022-03-11 10:31:22,52.9399,-106.4509,128289,1135,,,,10873.386651116589,,,0.8847212153808978,12411,CAN,,,5031,123
Yukon,Canada,2022-03-11 10:31:22,64.2823,-135.0,3546,23,,,,8249.197413111246,,,0.6486181613085167,12412,CAN,,,260,3
Antofagasta,Chile,2022-03-11 10:31:22,-23.6509,-70.3975,116813,1427,,,,19227.40126478518,,,1.2216106084083107,15201,CHL,,,13213,91
Araucania,Chile,2022-03-11 10:31:22,-38.9489,-72.3311,196775,1819,,,,20556.839360484068,,,0.9244060475161988,15202,CHL,,,54448,219
Arica y Parinacota,Chile,2022-03-11 10:31:22,-18.594,-69.4785,53429,651,,,,23634.039315604154,,,1.2184394242826928,15203,CHL,,,5025,66
Atacama,Chile,2022-03-11 10:31:22,-27.5661,-70.0503,60637,435,,,,20985.72733816933,,,0.7173837755825649,15204,CHL,,,15173,40
Aysen,Chile,2022-03-11 10:31:22,-45.9864,-73.7669,22574,136,,,,21882.936854146068,,,0.6024630105431027,15205,CHL,,,6242,27
Biobio,Chile,2022-03-11 10:31:22,-37.4464,-72.1416,315170,3293,,,,20244.667765070128,,,1.0448329472982836,15206,CHL,,,98309,321
Coquimbo,Chile,2022-03-11 10:31:22,-29.959,-71.3389,113812,1286,,,,15022.980889298376,,,1.1299335746669947,15207,CHL,,,28821,134
Los Lagos,Chile,2022-03-11 10:31:22,-41.9198,-72.1416,179314,1775,,,,21637.778324814048,,,0.9898836677560034,15208,CHL,,,52952,181
Los Rios,Chile,2022-03-11 10:31:22,-40.231,-72.3311,98031,894,,,,25473.38223715495,,,0.9119564219481592,15209,CHL,,,26983,132
Magallanes,Chile,2022-03-11 10:31:22,-52.368,-70.9863,47867,578,,,,28743.252088174715,,,1.2075124825036037,15210,CHL,,,5225,40
Maule,Chile,2022-03-11 10:31:22,-35.5183,-71.6885,212529,2148,,,,20338.67649169817,,,1.0106856005533362,15211,CHL,,,71509,243
Metropolitana,Chile,2022-03-11 10:31:22,-33.4376,-70.6505,1255531,21413,,,,17651.692552364693,,,1.7054935322186389,15212,CHL,,,225066,1118
Nuble,Chile,2022-03-11 10:31:22,-36.7226,-71.7622,89037,802,,,,18525.870302054267,,,0.9007491267675236,15213,CHL,,,31819,97
OHiggins,Chile,2022-03-11 10:31:22,-34.5755,-71.0022,134482,1805,,,,14704.637774655435,,,1.342187058491099,15214,CHL,,,37218,138
Tarapaca,Chile,2022-03-11 10:31:22,-19.9232,-69.5132,77643,951,,,,23488.464959250723,,,1.2248367528302615,15215,CHL,,,4138,46
Unknown,Chile,2022-03-11 10:31:22,,,43,0,,,,,,,0.0,15217,CHL,,,,0
Valparaiso,Chile,2022-03-11 10:31:22,-33.0472,-71.6127,276203,4114,,,,15210.237116320151,,,1.4894841837344273,15216,CHL,,,69582,361
Anhui,China,2022-03-11 10:31:22,31.8257,117.2264,1015,6,,,,1.6631935961770208,,,0.5911330049261084,15601,CHN,,,6,0
Beijing,China,2022-03-11 10:31:22,40.1824,116.4142,1603,9,,,,7.321943288511743,,,0.5614472863381159,15602,CHN,,,238,0
Chongqing,China,2022-03-11 10:31:22,30.0572,107.874,626,6,,,,1.9529447021211817,,,0.9584664536741214,15603,CHN,,,13,0
Fujian,China,2022-03-11 10:31:22,26.0789,117.9874,1591,1,,,,3.8300354024303176,,,0.06285355122564425,15604,CHN,,,118,0
Gansu,China,2022-03-11 10:31:22,35.7518,104.2861,524,2,,,,2.0943386867800986,,,0.3816793893129771,15605,CHN,,,168,0
Guangdong,China,2022-03-11 10:31:22,23.3417,113.4244,5620,8,,,,4.4598746584763695,,,0.1423487544483986,15606,CHN,,,1719,0
Guangxi,China,2022-03-11 10:31:22,23.8298,108.7881,1246,2,,,,2.4856960758958415,,,0.16051364365971107,15607,CHN,,,300,0
Guizhou,China,2022-03-11 10:31:22,26.8154,106.8748,162,2,,,,0.4201010794315711,,,1.2345679012345678,15608,CHN,,,0,0
Hainan,China,2022-03-11 10:31:22,19.1959,109.7453,193,6,,,,1.914448551526242,,,3.1088082901554404,15609,CHN,,,3,0
Hebei,China,2022-03-11 10:31:22,37.8957,114.9042,1552,7,,,,2.080143562072952,,,0.4510309278350516,15610,CHN,,,76,0
Heilongjiang,China,2022-03-11 10:31:22,47.862,127.7615,2108,13,,,,6.6185060461999345,,,0.6166982922201139,15611,CHN,,,44,0
Henan,China,2022-03-11 10:31:22,33.882,113.614,2703,22,,,,2.7202595298677004,,,0.8139104698483167,15612,CHN,,,41,0
Hong Kong,China,2022-03-11 10:31:22,22.3,114.2,575623,3150,,,,7678.056840960663,,,0.5472331717113458,344,HKG,,,556829,2934
Hubei,China,2022-03-11 10:31:22,30.9756,112.2707,68384,4512,,,,118.40861002916286,,,6.598034627983153,15613,CHN,,,64,0
Hunan,China,2022-03-11 10:31:22,27.6104,111.7088,1235,4,,,,1.858683915735007,,,0.32388663967611336,15614,CHN,,,4,0
Inner Mongolia,China,2022-03-11 10:31:22,44.0935,113.9448,1664,1,,,,6.9191620246116745,,,0.06009615384615385,15615,CHN,,,473,0
Jiangsu,China,2022-03-11 10:31:22,32.9711,119.455,1866,0,,,,2.201821456209665,,,0.0,15616,CHN,,,235,0
Jiangxi,China,2022-03-11 10:31:22,27.614,115.7221,959,1,,,,2.122215021542474,,,0.10427528675703858,15617,CHN,,,0,0
Jilin,China,2022-03-11 10:31:22,43.6661,126.1923,1133,3,,,,4.706429110938093,,,0.264783759929391,15618,CHN,,,539,0
Liaoning,China,2022-03-11 10:31:22,41.2956,122.6085,1044,2,,,,2.4511986654960705,,,0.19157088122605365,15619,CHN,,,209,0
Macau,China,2022-03-11 10:31:22,22.1667,113.55,82,0,,,,12.62816820720052,,,0.0,446,MAC,,,3,0
Ningxia,China,2022-03-11 10:31:22,37.2692,106.1655,122,0,,,,1.693820083541428,,,0.0,15620,CHN,,,0,0
Qinghai,China,2022-03-11 10:31:22,35.7452,95.9956,31,0,,,,0.5232988693199495,,,0.0,15621,CHN,,,1,0
Shaanxi,China,2022-03-11 10:31:22,35.1917,108.8701,2889,3,,,,7.308558458563549,,,0.10384215991692627,15622,CHN,,,63,0
Shandong,China,2022-03-11 10:31:22,36.3427,118.1498,1585,7,,,,1.5611541047917354,,,0.4416403785488959,15623,CHN,,,509,0
Shanghai,China,2022-03-11 10:31:22,31.202,121.4491,4720,7,,,,18.97800621971988,,,0.1483050847457627,15624,CHN,,,850,0
Shanxi,China,2022-03-11 10:31:22,37.5777,112.2922,295,0,,,,0.8448941585335341,,,0.0,15625,CHN,,,27,0
Sichuan,China,2022-03-11 10:31:22,30.6171,102.7103,1545,3,,,,1.8464325954223817,,,0.1941747572815534,15626,CHN,,,164,0
Tianjin,China,2022-03-11 10:31:22,39.3054,117.323,1213,3,,,,8.748011053505014,,,0.24732069249793898,15627,CHN,,,127,0
Tibet,China,2022-03-11 10:31:22,31.6927,88.0924,1,0,,,,0.027411529289219045,,,0.0,15628,CHN,,,0,0
Unknown,China,2022-03-11 10:31:22,,,0,0,,,,,,,,15699,CHN,,,0,0
Xinjiang,China,2022-03-11 10:31:22,41.1129,85.2401,996,3,,,,3.8526485701780633,,,0.3012048192771085,15629,CHN,,,0,0
Yunnan,China,2022-03-11 10:31:22,24.974,101.487,1998,2,,,,4.2322190191559175,,,0.1001001001001001,15630,CHN,,,113,0
Zhejiang,China,2022-03-11 10:31:22,29.1832,120.0934,2317,1,,,,3.588487771914292,,,0.04315925766076824,15631,CHN,,,72,0
Amazonas,Colombia,2022-03-11 10:31:22,-1.4429,-71.5724,7553,264,,,,9861.729491180196,,,3.4952998808420497,17001,COL,,,74,1
Antioquia,Colombia,2022-03-11 10:31:22,7.1986,-75.3412,917089,18199,,,,14313.631966527144,,,1.984431172983211,17002,COL,,,5394,223
Arauca,Colombia,2022-03-11 10:31:22,7.0762,-70.7105,16258,525,,,,6201.225140555509,,,3.229179480870956,17003,COL,,,597,18
Atlantico,Colombia,2022-03-11 10:31:22,10.6966,-74.8741,401779,10116,,,,15846.038500234863,,,2.5178020752702355,17004,COL,,,3271,128
Bolivar,Colombia,2022-03-11 10:31:22,8.6704,-74.03,196831,3236,,,,9508.23869262986,,,1.644049971803222,17005,COL,,,1545,23
Boyaca,Colombia,2022-03-11 10:31:22,5.4545,-73.362,124669,2774,,,,10240.79659858581,,,2.225092043731802,17006,COL,,,1662,67
Caldas,Colombia,2022-03-11 10:31:22,5.2983,-75.2479,116782,2521,,,,11698.614081572343,,,2.1587230908872943,17007,COL,,,480,70
Capital District,Colombia,2022-03-11 10:31:22,4.711,-74.0721,1761706,29225,,,,23766.479785812364,,,1.6589033584491395,17008,COL,,,34817,568
Caqueta,Colombia,2022-03-11 10:31:22,0.8699,-73.8419,24868,1015,,,,6193.943047007515,,,4.081550587099889,17009,COL,,,348,29
Casanare,Colombia,2022-03-11 10:31:22,5.7589,-71.5724,41550,994,,,,9880.999942925633,,,2.3922984356197348,17010,COL,,,1140,30
Cauca,Colombia,2022-03-11 10:31:22,2.705,-76.82600000000002,72093,1783,,,,4922.744331124598,,,2.4731943461917245,17011,COL,,,764,36
Cesar,Colombia,2022-03-11 10:31:22,9.3373,-73.6536,106262,2667,,,,8850.932970395826,,,2.5098341834334006,17012,COL,,,1385,30
Choco,Colombia,2022-03-11 10:31:22,5.2528,-76.82600000000002,18577,426,,,,3473.4661366500513,,,2.2931582063842386,17013,COL,,,123,1
Cordoba,Colombia,2022-03-11 10:31:22,8.0493,-75.574,118870,3924,,,,6660.193424074523,,,3.3010852191469677,17014,COL,,,797,44
Cundinamarca,Colombia,2022-03-11 10:31:22,5.026,-74.03,317374,7248,,,,10872.472645303626,,,2.2837409491640783,17015,COL,,,6473,200
Guainia,Colombia,2022-03-11 10:31:22,2.5854,-68.5247,2754,37,,,,5723.905723905724,,,1.3435003631082063,17016,COL,,,10,1
Guaviare,Colombia,2022-03-11 10:31:22,1.0654,-73.2603,5582,105,,,,6744.2338129931,,,1.8810462199928344,17017,COL,,,64,5
Huila,Colombia,2022-03-11 10:31:22,2.5359,-75.5277,100161,3491,,,,9102.351356705738,,,3.4853885244755944,17018,COL,,,1211,95
La Guajira,Colombia,2022-03-11 10:31:22,11.3548,-72.5205,56203,1520,,,,6382.6428636322335,,,2.7044819671547784,17019,COL,,,838,43
Magdalena,Colombia,2022-03-11 10:31:22,10.4113,-74.4057,114674,3620,,,,8546.625069126347,,,3.156774857421909,17020,COL,,,996,44
Meta,Colombia,2022-03-11 10:31:22,3.272,-73.0877,104799,2530,,,,10079.521256643602,,,2.4141451731409647,17021,COL,,,1707,74
Narino,Colombia,2022-03-11 10:31:22,1.2892,-77.3579,104361,3299,,,,6400.190850930214,,,3.161142572416899,17022,COL,,,698,67
Norte de Santander,Colombia,2022-03-11 10:31:22,7.9463,-72.8988,119420,5061,,,,8005.690194135641,,,4.237983587338804,17023,COL,,,2694,130
Putumayo,Colombia,2022-03-11 10:31:22,0.436,-75.5277,20457,769,,,,5875.375521997115,,,3.759104463019993,17024,COL,,,318,20
Quindio,Colombia,2022-03-11 10:31:22,4.461,-75.6674,70738,2051,,,,13101.958866761499,,,2.8994317057310077,17025,COL,,,504,35
Risaralda,Colombia,2022-03-11 10:31:22,5.3158,-75.9928,106188,2464,,,,11255.871045292512,,,2.3204128526763848,17026,COL,,,948,38
San Andres y Providencia,Colombia,2022-03-11 10:31:22,12.5567,-81.7185,10147,154,,,,16558.42036553525,,,1.5176899576229428,17027,COL,,,111,1
Santander,Colombia,2022-03-11 10:31:22,6.6437,-73.6536,282502,8141,,,,12930.117898955394,,,2.881749509737984,17028,COL,,,4691,194
Sucre,Colombia,2022-03-11 10:31:22,8.814,-74.7233,65604,1713,,,,7250.1583112581675,,,2.611121273093104,17029,COL,,,366,25
Tolima,Colombia,2022-03-11 10:31:22,4.0925,-75.1545,124176,3991,,,,9335.228806175372,,,3.213986599664992,17030,COL,,,1072,117
Unknown,Colombia,2022-03-11 10:31:22,,,0,300,,,,,,,,17034,COL,,,-8269,4
Valle del Cauca,Colombia,2022-03-11 10:31:22,3.8009,-76.6413,539568,14977,,,,12054.998719806536,,,2.775739109806364,17031,COL,,,5388,274
Vaupes,Colombia,2022-03-11 10:31:22,0.8554,-70.812,1887,19,,,,4625.340098536657,,,1.0068892421833595,17032,COL,,,22,0
Vichada,Colombia,2022-03-11 10:31:22,4.4234,-69.2878,3392,61,,,,3146.3342238052833,,,1.7983490566037736,17033,COL,,,65,2
Faroe Islands,Denmark,2022-03-11 10:31:22,61.8926,-6.9118,34658,28,,,,70926.02066919062,,,0.08078942812626233,234,FRO,,,8370,6
Greenland,Denmark,2022-03-11 10:31:22,71.7069,-42.6043,11849,20,,,,20871.204114704437,,,0.16879061524179256,304,GRL,,,516,13
French Guiana,France,2022-03-11 10:31:22,4.0,-53.0,77931,394,,,,26091.629224392495,,,0.5055754449448872,254,GUF,,,1038,11
French Polynesia,France,2022-03-11 10:31:22,-17.6797,-149.4068,70158,643,,,,24975.792441545866,,,0.9165027509336071,258,PYF,,,18435,7
Guadeloupe,France,2022-03-11 10:31:22,16.265,-61.551,126256,919,,,,31553.981610838564,,,0.7278861994677479,312,GLP,,,22077,64
Martinique,France,2022-03-11 10:31:22,14.6415,-61.0242,128554,902,,,,34256.85848666942,,,0.7016506682016895,474,MTQ,,,25808,46
Mayotte,France,2022-03-11 10:31:22,-12.8275,45.166244,36703,187,,,,13453.537771293892,,,0.5094951366373321,175,MYT,,,147,0
New Caledonia,France,2022-03-11 10:31:22,-20.904305,165.618042,59299,305,,,,20770.882444630482,,,0.5143425690146546,540,NCL,,,25303,20
Reunion,France,2022-03-11 10:31:22,-21.1151,55.5364,310181,680,,,,34645.17238760293,,,0.21922683852331384,638,REU,,,53394,115
Saint Barthelemy,France,2022-03-11 10:31:22,17.9,-62.8333,3780,6,,,,38239.757207890754,,,0.15873015873015872,652,BLM,,,93,0
Saint Pierre and Miquelon,France,2022-03-11 10:31:22,46.8852,-56.3159,1256,1,,,,21673.85677308024,,,0.07961783439490445,666,SPM,,,247,0
St Martin,France,2022-03-11 10:31:22,18.0708,-63.0501,9912,63,,,,25639.566465764765,,,0.6355932203389829,663,MAF,,,138,0
Wallis and Futuna,France,2022-03-11 10:31:22,-14.2938,-178.1165,454,7,,,,2969.4551638432863,,,1.5418502202643172,876,WLF,,,0,0
Baden-Wurttemberg,Germany,2022-03-11 10:31:22,48.6616,9.3501,2400109,14584,,,,21616.677518046177,,,0.6076390697255833,27601,DEU,,,742570,709
Bayern,Germany,2022-03-11 10:31:22,48.7904,11.4979,3148605,21835,,,,23961.65258885664,,,0.6934817165061988,27602,DEU,,,956370,1032
Berlin,Germany,2022-03-11 10:31:22,52.52,13.405,789873,4294,,,,21557.15146579449,,,0.5436316977539427,27603,DEU,,,150300,129
Brandenburg,Germany,2022-03-11 10:31:22,52.4125,12.5316,579474,5287,,,,22894.419002864794,,,0.9123791576498688,27604,DEU,,,160170,212
Bremen,Germany,2022-03-11 10:31:22,53.0793,8.8017,123909,693,,,,18218.42882978254,,,0.55928140813016,27605,DEU,,,22335,31
Hamburg,Germany,2022-03-11 10:31:22,53.5511,9.9937,371086,2338,,,,20031.870823837042,,,0.6300426316271701,27606,DEU,,,66827,137
Hessen,Germany,2022-03-11 10:31:22,50.6521,9.1624,1169212,9348,,,,18579.109934382665,,,0.7995128342849714,27607,DEU,,,277717,393
Mecklenburg-Vorpommern,Germany,2022-03-11 10:31:22,53.6127,12.4296,290488,1845,,,,18034.063127415764,,,0.6351381124177247,27608,DEU,,,107420,159
Niedersachsen,Germany,2022-03-11 10:31:22,52.6367,9.8451,1229762,7671,,,,15365.454347584617,,,0.6237792353317146,27609,DEU,,,414399,469
Nordrhein-Westfalen,Germany,2022-03-11 10:31:22,51.4332,7.6616,3444060,22753,,,,19213.112888460448,,,0.6606447042153737,27610,DEU,,,968196,1297
Rheinland-Pfalz,Germany,2022-03-11 10:31:22,50.1183,7.309,670181,5094,,,,16352.295327605392,,,0.7600931688603526,27611,DEU,,,202959,235
Saarland,Germany,2022-03-11 10:31:22,49.3964,7.023,184051,1434,,,,18704.540996818057,,,0.7791318710574786,27612,DEU,,,56773,83
Sachsen,Germany,2022-03-11 10:31:22,51.1045,13.2017,1041304,14413,,,,25667.220696579025,,,1.3841298986655195,27613,DEU,,,237861,209
Sachsen-Anhalt,Germany,2022-03-11 10:31:22,51.9503,11.6923,473846,4833,,,,21729.23724849634,,,1.0199516298544251,27614,DEU,,,156099,166
Schleswig-Holstein,Germany,2022-03-11 10:31:22,54.2194,9.6961,373543,2180,,,,12832.6705887405,,,0.5836008170411439,27615,DEU,,,110574,151
Thuringen,Germany,2022-03-11 10:31:22,51.011,10.8453,468239,6674,,,,22084.276427588047,,,1.4253404778329015,27616,DEU,,,117386,179
Unknown,Germany,2022-03-11 10:31:22,,,56687,0,,,,,,,0.0,27617,DEU,,,-1938,0
Andaman and Nicobar Islands,India,2022-03-11 10:31:22,11.225999,92.968178,10025,129,,,,2403.8692103319613,,,1.286783042394015,35601,IND,,,67,0
Andhra Pradesh,India,2022-03-11 10:31:22,15.9129,79.74,2318705,14729,,,,4301.593779078063,,,0.6352252658272614,35602,IND,,,8738,46
Arunachal Pradesh,India,2022-03-11 10:31:22,27.768456,96.384277,64479,296,,,,4105.744948288971,,,0.459064191442175,35603,IND,,,589,3
Assam,India,2022-03-11 10:31:22,26.357149,92.830441,724170,6639,,,,2033.7832640338333,,,0.9167736857367744,35604,IND,,,1193,49
Bihar,India,2022-03-11 10:31:22,25.679658,85.60484,830334,12255,,,,665.3321252770614,,,1.4759121028405435,35605,IND,,,1986,10
Chandigarh,India,2022-03-11 10:31:22,30.733839,76.76827800000002,91834,1165,,,,7927.159286405466,,,1.2685933314458695,35606,IND,,,720,19
Chhattisgarh,India,2022-03-11 10:31:22,21.264705,82.035366,1151717,14034,,,,3912.583102096189,,,1.2185285100419634,35607,IND,,,7723,56
Dadra and Nagar Haveli and Daman and Diu,India,2022-03-11 10:31:22,20.194742,73.080901,11440,4,,,,1857.975326607376,,,0.03496503496503497,35608,IND,,,27,0
